project_id,site,microsite,animal_hit,identified_by,wi_taxon_id,class,order,family,genus,species,common_name,uncertainty,timestamp,number_of_objects,scientific_name,year
2006492,Carrizo_4,square,1,Shirley Chen,404bce49-ba9d-41b0-a6e2-bac7849da257,Mammalia,Rodentia,Heteromyidae,Dipodomys,ingens,Giant Kangaroo Rat,,2021-01-05 13:32,1,Dipodomys ingens,2023
2006492,Carrizo_4,Ephedra californica,1,Shirley Chen,404bce49-ba9d-41b0-a6e2-bac7849da257,Mammalia,Rodentia,Heteromyidae,Dipodomys,ingens,Giant Kangaroo Rat,,2021-01-05 14:48,1,Dipodomys ingens,2023
2006492,Carrizo_4,Ephedra californica,1,Shirley Chen,404bce49-ba9d-41b0-a6e2-bac7849da257,Mammalia,Rodentia,Heteromyidae,Dipodomys,ingens,Giant Kangaroo Rat,,2021-01-05 13:48,1,Dipodomys ingens,2023
2006492,Carrizo_4,Ephedra californica,1,Shirley Chen,404bce49-ba9d-41b0-a6e2-bac7849da257,Mammalia,Rodentia,Heteromyidae,Dipodomys,ingens,Giant Kangaroo Rat,,2021-01-05 17:25,1,Dipodomys ingens,2023
2006492,Carrizo_4,Ephedra californica,1,Shirley Chen,404bce49-ba9d-41b0-a6e2-bac7849da257,Mammalia,Rodentia,Heteromyidae,Dipodomys,ingens,Giant Kangaroo Rat,,2021-01-05 17:36,1,Dipodomys ingens,2023
2006492,Carrizo_soda_open,Ephedra californica,1,Shirley Chen,bb2be16f-b283-455b-9068-aedea2a3d22d,Mammalia,Rodentia,Heteromyidae,Dipodomys,heermanni,Heermann's Kangaroo Rat,,2021-01-05 22:36,1,Dipodomys heermanni,2023
2006492,Carrizo_4,triangle,1,Shirley Chen,3809c79c-03bd-42a9-9620-2747d63193da,Mammalia,Rodentia,Sciuridae,Ammospermophilus,nelsoni,Nelson's Antelope Squirrel,,2021-01-05 23:46,1,Ammospermophilus nelsoni,2023
2006492,Carrizo_4,Ephedra californica,1,Shirley Chen,3809c79c-03bd-42a9-9620-2747d63193da,Mammalia,Rodentia,Sciuridae,Ammospermophilus,nelsoni,Nelson's Antelope Squirrel,,2021-01-06 0:13,1,Ammospermophilus nelsoni,2023
2006492,Carrizo_4,Ephedra californica,1,Shirley Chen,3809c79c-03bd-42a9-9620-2747d63193da,Mammalia,Rodentia,Sciuridae,Ammospermophilus,nelsoni,Nelson's Antelope Squirrel,,2021-01-06 0:16,1,Ammospermophilus nelsoni,2023
2006492,Carrizo_4,Ephedra californica,1,Shirley Chen,3809c79c-03bd-42a9-9620-2747d63193da,Mammalia,Rodentia,Sciuridae,Ammospermophilus,nelsoni,Nelson's Antelope Squirrel,,2021-01-06 1:03,1,Ammospermophilus nelsoni,2023
2006492,Carrizo_4,Ephedra californica,1,Shirley Chen,3809c79c-03bd-42a9-9620-2747d63193da,Mammalia,Rodentia,Sciuridae,Ammospermophilus,nelsoni,Nelson's Antelope Squirrel,,2021-01-06 1:06,1,Ammospermophilus nelsoni,2023
2006492,Carrizo_4,Ephedra californica,1,Shirley Chen,3809c79c-03bd-42a9-9620-2747d63193da,Mammalia,Rodentia,Sciuridae,Ammospermophilus,nelsoni,Nelson's Antelope Squirrel,,2021-01-06 1:30,1,Ammospermophilus nelsoni,2023
2006492,Carrizo_4,Ephedra californica,1,Shirley Chen,3809c79c-03bd-42a9-9620-2747d63193da,Mammalia,Rodentia,Sciuridae,Ammospermophilus,nelsoni,Nelson's Antelope Squirrel,,2021-01-06 7:51,1,Ammospermophilus nelsoni,2023
2006492,Carrizo_4,Ephedra californica,1,Shirley Chen,404bce49-ba9d-41b0-a6e2-bac7849da257,Mammalia,Rodentia,Heteromyidae,Dipodomys,ingens,Giant Kangaroo Rat,,2021-01-06 10:10,1,Dipodomys ingens,2023
2006492,Carrizo_4,square,1,Shirley Chen,404bce49-ba9d-41b0-a6e2-bac7849da257,Mammalia,Rodentia,Heteromyidae,Dipodomys,ingens,Giant Kangaroo Rat,,2021-01-06 10:26,1,Dipodomys ingens,2023
2006492,Carrizo_4,Ephedra californica,1,Shirley Chen,bb2be16f-b283-455b-9068-aedea2a3d22d,Mammalia,Rodentia,Heteromyidae,Dipodomys,heermanni,Heermann's Kangaroo Rat,,2021-01-06 10:27,1,Dipodomys heermanni,2023
2006492,Carrizo_4,Ephedra californica,1,Shirley Chen,bb2be16f-b283-455b-9068-aedea2a3d22d,Mammalia,Rodentia,Heteromyidae,Dipodomys,heermanni,Heermann's Kangaroo Rat,,2021-01-06 10:28,1,Dipodomys heermanni,2023
2006492,Carrizo_4,Ephedra californica,1,Shirley Chen,bb2be16f-b283-455b-9068-aedea2a3d22d,Mammalia,Rodentia,Heteromyidae,Dipodomys,heermanni,Heermann's Kangaroo Rat,,2021-01-06 10:30,1,Dipodomys heermanni,2023
