rep,date,season,day,survey,microhabitat,family,species,migratory_class,guild,behavior_simple,month.day.hour
300,2019-05-03,spring,3,8,shrub,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Territorial/mating,5.3.6
303,2019-05-03,spring,3,8,shrub,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Inactivity,5.3.6
305,2019-05-03,spring,3,8,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Territorial/mating,5.3.6
306,2019-05-03,spring,3,8,shrub,Columbidae,Mourning Dove,resident,granivore,Inactivity,5.3.6
307,2019-05-03,spring,3,8,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.3.6
308,2019-05-03,spring,3,8,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.3.6
309,2019-05-03,spring,3,8,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.3.6
309,2019-08-24,summer,24,46,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,8.24.7
311,2019-05-03,spring,3,9,open,Trochilidae,Unknown Hummingbird,summer resident,nectarivore,Active movement,5.3.8
314,2019-05-03,spring,3,9,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.3.8
314,2019-08-24,summer,24,46,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Inactivity,8.24.7
315,2019-05-03,spring,3,9,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.3.8
315,2019-08-24,summer,24,46,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Inactivity,8.24.7
316,2019-05-03,spring,3,9,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.3.8
316,2019-08-24,summer,24,46,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Inactivity,8.24.7
317,2019-05-03,spring,3,9,shrub,Parulidae,Wilson's Warbler,migrant,insectivore,Feeding,5.3.8
317,2019-08-24,summer,24,46,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Inactivity,8.24.7
318,2019-05-03,spring,3,9,cactus,Odontiphoridae,Gambel's Quail,resident,herbivore,Territorial/mating,5.3.8
319,2019-05-03,spring,3,9,cactus,Mimidae,Northern Mockingbird,resident,omnivore,Territorial/mating,5.3.8
320,2019-05-03,spring,3,9,cactus,Mimidae,Northern Mockingbird,resident,omnivore,Active movement,5.3.8
320,2019-08-24,summer,24,47,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Feeding,8.24.17
321,2019-05-03,spring,3,9,open,Columbidae,Mourning Dove,resident,granivore,Territorial/mating,5.3.8
321,2019-08-24,summer,24,47,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Feeding,8.24.17
322,2019-05-03,spring,3,9,open,Columbidae,Mourning Dove,resident,granivore,Territorial/mating,5.3.8
322,2019-08-24,summer,24,47,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Feeding,8.24.17
323,2019-08-24,summer,24,47,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Feeding,8.24.17
324,2019-08-24,summer,24,47,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Feeding,8.24.17
325,2019-08-24,summer,24,47,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Feeding,8.24.17
326,2019-08-24,summer,24,47,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Feeding,8.24.17
327,2019-08-24,summer,24,47,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Feeding,8.24.17
328,2019-08-24,summer,24,47,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Feeding,8.24.17
329,2019-08-24,summer,24,47,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Feeding,8.24.17
32,2019-05-01,spring,1,1,cactus,Unknown,Unknown,unknown,Unknown,Active movement,5.1.10
330,2019-08-24,summer,24,47,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Feeding,8.24.17
331,2019-08-24,summer,24,47,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Feeding,8.24.17
332,2019-08-24,summer,24,47,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Feeding,8.24.17
333,2019-08-24,summer,24,47,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Feeding,8.24.17
334,2019-05-03,spring,3,9,open,Troglodytidae,Rock Wren,resident,insectivore,Active movement,5.3.8
334,2019-08-24,summer,24,47,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Feeding,8.24.17
335,2019-05-03,spring,3,9,open,Mimidae,Northern Mockingbird,resident,omnivore,Territorial/mating,5.3.8
335,2019-08-24,summer,24,47,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Feeding,8.24.17
336,2019-05-03,spring,3,9,open,Troglodytidae,Rock Wren,resident,insectivore,Territorial/mating,5.3.8
336,2019-08-24,summer,24,47,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Feeding,8.24.17
337,2019-05-03,spring,3,9,shrub,Ptiliogonatidae,Phainopepla,resident,frugivore,Territorial/mating,5.3.8
337,2019-08-24,summer,24,47,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Feeding,8.24.17
338,2019-05-03,spring,3,9,open,Troglodytidae,Rock Wren,resident,insectivore,Territorial/mating,5.3.8
338,2019-08-24,summer,24,47,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Feeding,8.24.17
339,2019-05-03,spring,3,9,shrub,Ptiliogonatidae,Phainopepla,resident,frugivore,Territorial/mating,5.3.8
339,2019-08-24,summer,24,47,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Feeding,8.24.17
33,2019-05-01,spring,1,1,cactus,Unknown,Unknown,unknown,Unknown,Active movement,5.1.10
33,2019-08-15,summer,15,28,shrub,Remezidae,Verdin,resident,insectivore,Active movement,8.15.9
340,2019-05-03,spring,3,9,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Active movement,5.3.8
340,2019-08-24,summer,24,47,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Feeding,8.24.17
341,2019-05-03,spring,3,9,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Active movement,5.3.8
341,2019-08-24,summer,24,47,shrub,Odontiphoridae,Gambel's Quail,resident,herbivore,Territorial/mating,8.24.17
342,2019-08-24,summer,24,47,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Active movement,8.24.17
343,2019-05-03,spring,3,9,cactus,Trochilidae,Anna's Hummingbird,summer resident,nectarivore,Inactivity,5.3.8
344,2019-05-03,spring,3,9,shrub,Remezidae,Verdin,resident,insectivore,Territorial/mating,5.3.8
345,2019-05-03,spring,3,9,shrub,Remezidae,Verdin,resident,insectivore,Territorial/mating,5.3.8
346,2019-05-03,spring,3,9,shrub,Remezidae,Verdin,resident,insectivore,Territorial/mating,5.3.8
347,2019-05-03,spring,3,9,shrub,Remezidae,Verdin,resident,insectivore,Territorial/mating,5.3.8
347,2019-08-24,summer,24,47,shrub,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Active movement,8.24.17
348,2019-05-03,spring,3,10,open,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Territorial/mating,5.3.16
349,2019-05-03,spring,3,10,shrub,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Territorial/mating,5.3.16
349,2019-08-24,summer,24,47,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,8.24.17
34,2019-08-15,summer,15,28,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Inactivity,8.15.9
350,2019-05-03,spring,3,10,shrub,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Territorial/mating,5.3.16
350,2019-08-24,summer,24,47,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,8.24.17
351,2019-05-03,spring,3,10,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.3.16
352,2019-05-03,spring,3,10,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.3.16
353,2019-05-03,spring,3,10,open,Troglodytidae,Rock Wren,resident,insectivore,Inactivity,5.3.16
355,2019-05-03,spring,3,10,open,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Inactivity,5.3.16
356,2019-05-03,spring,3,10,open,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Inactivity,5.3.16
357,2019-05-03,spring,3,10,open,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Inactivity,5.3.16
358,2019-05-03,spring,3,10,shrub,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Territorial/mating,5.3.16
359,2019-05-03,spring,3,10,shrub,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Territorial/mating,5.3.16
35,2019-05-01,spring,1,1,shrub,Cardinalidae,Black.headed Grosbeak,summer resident,omnivore,Inactivity,5.1.10
360,2019-05-03,spring,3,10,shrub,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Territorial/mating,5.3.16
361,2019-05-03,spring,3,10,open,Trochilidae,Anna's Hummingbird,summer resident,nectarivore,Active movement,5.3.16
362,2019-05-03,spring,3,10,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Active movement,5.3.16
363,2019-05-03,spring,3,10,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.3.16
364,2019-05-03,spring,3,10,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.3.16
365,2019-05-03,spring,3,10,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.3.16
366,2019-05-03,spring,3,10,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.3.16
36,2019-05-01,spring,1,1,shrub,Cardinalidae,Black.headed Grosbeak,summer resident,omnivore,Inactivity,5.1.10
370,2019-05-03,spring,3,10,shrub,Parulidae,Wilson's Warbler,migrant,insectivore,Active movement,5.3.16
371,2019-05-03,spring,3,10,open,Passerellidae,Black.throated Sparrow,resident,granivore,Inactivity,5.3.16
373,2019-05-03,spring,3,10,shrub,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Territorial/mating,5.3.16
374,2019-05-03,spring,3,10,shrub,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Territorial/mating,5.3.16
379,2019-05-04,spring,4,11,open,Ptiliogonatidae,Phainopepla,resident,frugivore,Active movement,5.4.6
37,2019-05-01,spring,1,1,shrub,Cardinalidae,Black.headed Grosbeak,summer resident,omnivore,Inactivity,5.1.10
37,2019-08-15,summer,15,28,open,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,8.15.9
380,2019-05-04,spring,4,11,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Territorial/mating,5.4.6
381,2019-05-04,spring,4,11,cactus,Ptiliogonatidae,Phainopepla,resident,frugivore,Territorial/mating,5.4.6
382,2019-05-04,spring,4,11,cactus,Trochilidae,Anna's Hummingbird,summer resident,nectarivore,Feeding,5.4.6
384,2019-05-04,spring,4,11,shrub,Ptiliogonatidae,Phainopepla,resident,frugivore,Territorial/mating,5.4.6
385,2019-05-04,spring,4,11,shrub,Ptiliogonatidae,Phainopepla,resident,frugivore,Territorial/mating,5.4.6
386,2019-05-04,spring,4,11,shrub,Ptiliogonatidae,Phainopepla,resident,frugivore,Territorial/mating,5.4.6
387,2019-05-04,spring,4,11,open,Mimidae,Northern Mockingbird,resident,omnivore,Territorial/mating,5.4.6
38,2019-05-01,spring,1,1,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Active movement,5.1.10
391,2019-05-04,spring,4,11,open,Troglodytidae,Rock Wren,resident,insectivore,Territorial/mating,5.4.6
392,2019-05-04,spring,4,11,open,Troglodytidae,Rock Wren,resident,insectivore,Territorial/mating,5.4.6
396,2019-05-04,spring,4,11,open,Troglodytidae,Rock Wren,resident,insectivore,Active movement,5.4.6
398,2019-05-04,spring,4,11,open,Cardinalidae,Black.headed Grosbeak,summer resident,omnivore,Active movement,5.4.6
39,2019-05-01,spring,1,1,shrub,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Inactivity,5.1.10
39,2019-08-15,summer,15,29,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,8.15.18
3,2019-05-01,spring,1,1,open,Ptiliogonatidae,Phainopepla,resident,frugivore,Active movement,5.1.10
3,2019-08-14,summer,14,27,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Active movement,8.14.17
404,2019-05-04,spring,4,11,cactus,Odontiphoridae,Gambel's Quail,resident,herbivore,Territorial/mating,5.4.6
405,2019-05-04,spring,4,11,cactus,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Inactivity,5.4.6
407,2019-05-04,spring,4,11,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.4.6
408,2019-05-04,spring,4,11,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.4.6
409,2019-05-04,spring,4,11,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.4.6
40,2019-08-15,summer,15,29,cactus,Icteridae,Scott's Oriole,summer resident,omnivore,Feeding,8.15.18
410,2019-05-04,spring,4,11,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.4.6
411,2019-05-04,spring,4,11,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.4.6
412,2019-05-04,spring,4,11,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.4.6
413,2019-05-04,spring,4,11,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.4.6
417,2019-05-04,spring,4,12,open,Trochilidae,Anna's Hummingbird,summer resident,nectarivore,Feeding,5.4.8
418,2019-05-04,spring,4,12,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Territorial/mating,5.4.8
41,2019-05-01,spring,1,2,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Active movement,5.1.14
41,2019-08-15,summer,15,29,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Inactivity,8.15.18
423,2019-05-04,spring,4,12,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.4.8
424,2019-05-04,spring,4,12,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Active movement,5.4.8
425,2019-05-04,spring,4,12,shrub,Tyrannidae,Say's Phoebe,resident,insectivore,Territorial/mating,5.4.8
426,2019-05-04,spring,4,12,open,Troglodytidae,Rock Wren,resident,insectivore,Territorial/mating,5.4.8
428,2019-05-04,spring,4,12,open,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Active movement,5.4.8
429,2019-05-04,spring,4,12,open,Mimidae,Northern Mockingbird,resident,omnivore,Territorial/mating,5.4.8
42,2019-08-15,summer,15,29,cactus,Remezidae,Verdin,resident,insectivore,Active movement,8.15.18
431,2019-05-04,spring,4,12,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.4.8
432,2019-05-04,spring,4,12,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.4.8
433,2019-05-04,spring,4,12,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.4.8
434,2019-05-04,spring,4,12,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.4.8
435,2019-05-04,spring,4,12,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.4.8
436,2019-05-04,spring,4,12,open,Troglodytidae,Rock Wren,resident,insectivore,Active movement,5.4.8
437,2019-05-04,spring,4,12,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Territorial/mating,5.4.8
438,2019-05-04,spring,4,12,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Territorial/mating,5.4.8
439,2019-05-04,spring,4,12,open,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.4.8
43,2019-08-15,summer,15,29,cactus,Remezidae,Verdin,resident,insectivore,Active movement,8.15.18
440,2019-05-04,spring,4,12,open,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.4.8
441,2019-05-04,spring,4,12,open,Ptiliogonatidae,Phainopepla,resident,frugivore,Active movement,5.4.8
443,2019-05-04,spring,4,12,open,Ptiliogonatidae,Phainopepla,resident,frugivore,Active movement,5.4.8
444,2019-05-04,spring,4,12,open,Trochilidae,Unknown Hummingbird,summer resident,nectarivore,Territorial/mating,5.4.8
44,2019-08-15,summer,15,29,cactus,Remezidae,Verdin,resident,insectivore,Active movement,8.15.18
450,2019-05-05,spring,5,13,open,Troglodytidae,Rock Wren,resident,insectivore,Territorial/mating,5.5.16
451,2019-05-05,spring,5,13,open,Troglodytidae,Rock Wren,resident,insectivore,Active movement,5.5.16
453,2019-05-05,spring,5,13,cactus,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Inactivity,5.5.16
454,2019-05-05,spring,5,13,cactus,Mimidae,Northern Mockingbird,resident,omnivore,Inactivity,5.5.16
45,2019-05-01,spring,1,2,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Active movement,5.1.14
45,2019-08-15,summer,15,29,cactus,Fringillidae,House Finch,resident,frugivore,Feeding,8.15.18
461,2019-05-05,spring,5,13,open,Columbidae,Mourning Dove,resident,granivore,Active movement,5.5.16
462,2019-05-05,spring,5,13,open,Passerellidae,Black.throated Sparrow,resident,granivore,Active movement,5.5.16
464,2019-05-05,spring,5,13,open,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Active movement,5.5.16
465,2019-05-05,spring,5,13,shrub,Tyrannidae,Say's Phoebe,resident,insectivore,Inactivity,5.5.16
469,2019-05-05,spring,5,14,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Feeding,5.5.18
46,2019-05-01,spring,1,2,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Active movement,5.1.14
46,2019-08-15,summer,15,29,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Inactivity,8.15.18
471,2019-05-05,spring,5,14,open,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Inactivity,5.5.18
473,2019-05-05,spring,5,14,open,Troglodytidae,Rock Wren,resident,insectivore,Inactivity,5.5.18
474,2019-05-05,spring,5,14,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Territorial/mating,5.5.18
475,2019-05-05,spring,5,14,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Territorial/mating,5.5.18
476,2019-05-05,spring,5,14,open,Fringillidae,House Finch,resident,frugivore,Territorial/mating,5.5.18
477,2019-05-05,spring,5,14,shrub,Fringillidae,House Finch,resident,frugivore,Territorial/mating,5.5.18
478,2019-05-05,spring,5,14,shrub,Parulidae,Wilson's Warbler,migrant,insectivore,Active movement,5.5.18
480,2019-05-05,spring,5,14,open,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.5.18
481,2019-05-05,spring,5,14,open,Columbidae,Mourning Dove,resident,granivore,Territorial/mating,5.5.18
482,2019-05-05,spring,5,14,open,Columbidae,Mourning Dove,resident,granivore,Territorial/mating,5.5.18
488,2019-05-06,spring,6,15,cactus,Remezidae,Verdin,resident,insectivore,Active movement,5.6.6
489,2019-05-06,spring,6,15,open,Remezidae,Verdin,resident,insectivore,Active movement,5.6.6
490,2019-05-06,spring,6,15,cactus,Remezidae,Verdin,resident,insectivore,Active movement,5.6.6
494,2019-05-06,spring,6,15,open,Ptiliogonatidae,Phainopepla,resident,frugivore,Inactivity,5.6.6
495,2019-05-06,spring,6,15,shrub,Ptiliogonatidae,Phainopepla,resident,frugivore,Active movement,5.6.6
496,2019-05-06,spring,6,15,open,Passerellidae,Black.throated Sparrow,resident,granivore,Active movement,5.6.6
497,2019-05-06,spring,6,15,shrub,Trochilidae,Costa's Hummingbird,summer resident,nectarivore,Feeding,5.6.6
49,2019-08-15,summer,15,29,open,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,8.15.18
4,2019-05-01,spring,1,1,open,Columbidae,Mourning Dove,resident,granivore,Inactivity,5.1.10
4,2019-08-14,summer,14,27,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Active movement,8.14.17
500,2019-05-06,spring,6,15,cactus,Mimidae,Northern Mockingbird,resident,omnivore,Territorial/mating,5.6.6
501,2019-05-06,spring,6,15,cactus,Mimidae,Northern Mockingbird,resident,omnivore,Territorial/mating,5.6.6
502,2019-05-06,spring,6,15,cactus,Mimidae,Northern Mockingbird,resident,omnivore,Territorial/mating,5.6.6
504,2019-05-06,spring,6,15,shrub,Unknown,Unknown Passerine,unknown,Unknown,Active movement,5.6.6
505,2019-05-06,spring,6,15,open,Troglodytidae,Rock Wren,resident,insectivore,Active movement,5.6.6
506,2019-05-06,spring,6,15,open,Troglodytidae,Rock Wren,resident,insectivore,Territorial/mating,5.6.6
50,2019-05-01,spring,1,2,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Active movement,5.1.14
50,2019-08-15,summer,15,29,open,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,8.15.18
512,2019-05-06,spring,6,15,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.6.6
513,2019-05-06,spring,6,15,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Active movement,5.6.6
514,2019-05-06,spring,6,15,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Active movement,5.6.6
515,2019-05-06,spring,6,15,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Inactivity,5.6.6
516,2019-05-06,spring,6,15,open,Odontiphoridae,Gambel's Quail,resident,herbivore,Active movement,5.6.6
517,2019-05-06,spring,6,15,shrub,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Active movement,5.6.6
519,2019-05-06,spring,6,15,shrub,Parulidae,Wilson's Warbler,migrant,insectivore,Feeding,5.6.6
51,2019-05-01,spring,1,2,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.1.14
51,2019-08-15,summer,15,29,open,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,8.15.18
520,2019-05-06,spring,6,15,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.6.6
521,2019-05-06,spring,6,15,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.6.6
522,2019-05-06,spring,6,15,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.6.6
523,2019-05-06,spring,6,15,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.6.6
524,2019-05-06,spring,6,15,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.6.6
525,2019-05-06,spring,6,15,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.6.6
526,2019-05-06,spring,6,15,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.6.6
527,2019-05-06,spring,6,15,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.6.6
528,2019-05-06,spring,6,15,cactus,Mimidae,Northern Mockingbird,resident,omnivore,Territorial/mating,5.6.6
52,2019-05-01,spring,1,2,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Active movement,5.1.14
52,2019-08-15,summer,15,29,open,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,8.15.18
530,2019-05-06,spring,6,15,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.6.6
532,2019-05-06,spring,6,15,cactus,Mimidae,Northern Mockingbird,resident,omnivore,Territorial/mating,5.6.6
533,2019-05-06,spring,6,15,open,Trochilidae,Anna's Hummingbird,summer resident,nectarivore,Feeding,5.6.6
535,2019-05-06,spring,6,15,open,Columbidae,Mourning Dove,resident,granivore,Active movement,5.6.6
536,2019-05-06,spring,6,16,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Territorial/mating,5.6.8
537,2019-05-06,spring,6,16,shrub,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Territorial/mating,5.6.8
53,2019-08-15,summer,15,29,open,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,8.15.18
542,2019-05-06,spring,6,16,shrub,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Inactivity,5.6.8
543,2019-05-06,spring,6,16,open,Columbidae,Mourning Dove,resident,granivore,Active movement,5.6.8
544,2019-05-06,spring,6,16,open,Columbidae,Mourning Dove,resident,granivore,Active movement,5.6.8
545,2019-05-06,spring,6,16,open,Hirundinidae,Violet.green Swallow,summer resident,insectivore,Active movement,5.6.8
546,2019-05-06,spring,6,16,shrub,Tyrannidae,Gray Flycatcher,migrant,insectivore,Inactivity,5.6.8
549,2019-05-06,spring,6,16,shrub,Tyrannidae,Pacific.slope Flycatcher,migrant,insectivore,Inactivity,5.6.8
54,2019-05-01,spring,1,2,shrub,Icteridae,Wilson's Warbler,migrant,insectivore,Feeding,5.1.14
54,2019-08-15,summer,15,29,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Active movement,8.15.18
550,2019-05-06,spring,6,16,shrub,Tyrannidae,Gray Flycatcher,migrant,insectivore,Inactivity,5.6.8
551,2019-05-06,spring,6,16,shrub,Remezidae,Verdin,resident,insectivore,Territorial/mating,5.6.8
552,2019-05-06,spring,6,16,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Inactivity,5.6.8
554,2019-05-06,spring,6,16,open,Columbidae,Mourning Dove,resident,granivore,Active movement,5.6.8
555,2019-05-06,spring,6,16,open,Columbidae,Mourning Dove,resident,granivore,Active movement,5.6.8
556,2019-05-06,spring,6,16,open,Apodidae,White.throated Swift,resident,insectivore,Active movement,5.6.8
557,2019-05-06,spring,6,16,open,Apodidae,White.throated Swift,resident,insectivore,Active movement,5.6.8
558,2019-05-06,spring,6,16,cactus,Tyrannidae,Say's Phoebe,resident,insectivore,Territorial/mating,5.6.8
55,2019-05-01,spring,1,2,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Inactivity,5.1.14
55,2019-08-16,summer,16,30,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,Inactivity,8.16.7
560,2019-05-06,spring,6,16,open,Troglodytidae,Rock Wren,resident,insectivore,Territorial/mating,5.6.8
564,2019-05-06,spring,6,16,open,Hirundinidae,Violet.green Swallow,summer resident,insectivore,Active movement,5.6.8
566,2019-05-06,spring,6,16,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Inactivity,5.6.8
567,2019-05-06,spring,6,16,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,5.6.8
568,2019-05-06,spring,6,16,open,Troglodytidae,Rock Wren,resident,insectivore,Active movement,5.6.8
569,2019-05-06,spring,6,16,open,Trochilidae,Costa's Hummingbird,summer resident,nectarivore,Active movement,5.6.8
56,2019-05-01,spring,1,2,cactus,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Territorial/mating,5.1.14
56,2019-08-16,summer,16,30,open,Passerellidae,Black.throated Sparrow,resident,granivore,Territorial/mating,8.16.7
570,2019-05-06,spring,6,16,open,Passerellidae,Black.throated Sparrow,resident,granivore,Inactivity,5.6.8
571,2019-05-06,spring,6,16,open,Passerellidae,Black.throated Sparrow,resident,granivore,Inactivity,5.6.8
572,2019-05-06,spring,6,16,open,Hirundinidae,Violet.green Swallow,summer resident,insectivore,Active movement,5.6.8
573,2019-05-06,spring,6,16,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Territorial/mating,5.6.8
574,2019-05-06,spring,6,16,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Territorial/mating,5.6.8
